,Description,Duration,Location,Occurred,Posted,Reported,Shape
3069,"3 orange globes 2 going fast, 1 stoping and going looking for something.Three large orange globes 2 went speeding by 1 after them going slow stoping and going like looking for some thing.  49yr old male 41yr old female observers",Duration:15 seconds,"Location: Webster, MA",Occurred : 12/11/2015 22:00  (Entered as : 12-11-15 22:00),Posted: 12/17/2015,Reported: 12/12/2015 1:48:45 PM 13:48,Shape: Sphere
3070,"Witnessed a single point of light heading South and make an instantanious 90 degree turn to the West.On 12-11-2015 at 2119 hours, I witnessed a single white light streak heading South at an undetermined high altitude while watching from my backyard in Costa Mesa, CA.  The light continued heading South across the sky until the object made a 90-degree, instantaneous, turn West.I know of no plane or meteor or other man-made object which could perform such a maneuver.  Total view time was approximately one minute.",Duration:1 minute,"Location: Costa Mesa, CA",Occurred : 12/11/2015 21:19  (Entered as : 12/11/15 21:19),Posted: 12/17/2015,Reported: 12/15/2015 11:55:35 AM 11:55,Shape: Unknown
3071,"Huge triangle shaped craft, hovering, inman scwas traveling with the family, wife, me and son, driving home from viewing Christmas lights, when we noticed a very large object hovering, it was not moving,  it was a huge triangle shaped craft [bigger than a football field}, with a very bright white light in front, we turned around on the nearest road, my wife grabbed her camera phone and it did not show up ,when we got back to the hovering location it was gone.  total time to get back was about a minute.  we had a clear view as there were fields and this just vanished that fast.",Duration:5 minutes,"Location: Inman, SC",Occurred : 12/11/2015 21:00  (Entered as : 12/11/15 21:00),Posted: 12/17/2015,Reported: 12/11/2015 8:15:16 PM 20:15,Shape: Triangle
3072,"We went out to look at the stars over the water on this crystal clear night, when we saw to the left of us 3 bright red strobing lights at each point of a very large slow moving triangular craft.  It was totally silent moving in one direction coming in from over the ocean to land, then disappeared after 15 minutes.  It was unreal!((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:15 minutes,"Location: Buxton, NC",Occurred : 12/11/2015 21:00  (Entered as : 12/11/2015 21:00),Posted: 12/17/2015,Reported: 12/15/2015 7:35:55 PM 19:35,Shape: Triangle
3073,"Fireball streaked across the sky, fast at high altitudeWe saw a very rapidly moving fireball with long tail streaking across the sky above Sacramento at very high altitude moving west-northwest to east-southeast.   Event lasted perhaps 90 seconds.  We had three witnesses.((NUFORC Note:  Reported as probable space debris?  PD))",Duration:60 seconds,"Location: Sacramento, CA",Occurred : 12/11/2015 18:10  (Entered as : 12/11/2015 18:10),Posted: 1/5/2016,Reported: 12/22/2015 6:18:17 PM 18:18,Shape: Fireball
3074,"Disk object with silver dome sighted over Orlando interstate.While driving east bound on I-4 near the 434 exit, I saw in the sky a disk that had a reflective dome on top, at first I thought it was a plane turning and its wing was lifted up but as I watched the object didn't move and the reflective dome disappeared to leave just a disk shape sitting there for about 10 seconds then it just disappeared.  There was not a cloud in the sky so I know it didn't fly away.  That is what made me realize it was not normal.  This was a Friday morning and there was a lot of traffic on the road so I believe someone else must have seen this too.",Duration:10 seconds,"Location: Orlando, FL",Occurred : 12/11/2015 09:30  (Entered as : 12/11/15 9:30),Posted: 12/17/2015,Reported: 12/11/2015 7:06:53 AM 07:06,Shape: Disk
3075,"Military jet accelerates toward an object above Gilbert, AZ.Looked up due to the distinct sound of a military aircraft accelerating.  Saw a fighter jet quickly closing on an object with three lights (no blinking lights)  The military jet throttled down as it approached the object and closely shadowed it.  The object size was about the same size as the military jet and appeared to be either circular or triangular...can't say for sure, it was dark.  Two red lights in the back and one light green or orange light going forward.  I was surprised at how closely the military jet shadowed the object.  I'm estimating the elevation of the two aircraft at +- 1000 to 1500 ft. above surface level.((NUFORC Note:  We are uncertain as to whether this is a servious report.  PD))",Duration:8 seconds,"Location: Gilbert, AZ",Occurred : 12/11/2015 07:30  (Entered as : 12/11/2015 7:30),Posted: 1/8/2016,Reported: 1/7/2016 6:56:20 PM 18:56,Shape: Unknown
3076,"It was very bright and shifted shape from round to an almost diamond shape, we took pictures, however it kept shrinkingIt was very bright and shifted shape from round to an almost diamond shape, we took pictures, however every time we zoomed in and snapped a shot the object would shrink.",Duration:40 minutes,"Location: Bethlehem, PA",Occurred : 12/11/2015 06:00  (Entered as : 12/11/15 6:00),Posted: 12/17/2015,Reported: 12/11/2015 3:44:36 AM 03:44,Shape: Changing
3077,"Round light across the sky.  Fast.  It was overcast, so it was very low.  No trail, so I don`t think it was a meteor.",Duration:5 seconds,"Location: Burlington, WI",Occurred : 12/11/2015 05:15  (Entered as : 12/11/15 5:15),Posted: 12/17/2015,Reported: 12/12/2015 5:27:39 AM 05:27,Shape: Light
3078,At first one light was visible moving erratcily with lights turning on then off in 15 second intervals around the middle light over the western skies by 32 mile and Rochester Rd.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  Possible hoax??  PD)),Duration:30 minutes+,"Location: Oakland Township, MI",Occurred : 12/11/2015 05:00  (Entered as : 12/11/15 05:00),Posted: 12/17/2015,Reported: 12/11/2015 6:06:58 AM 06:06,Shape: Light
3079,There  was a bright light landing fast in the woods there is a power line the light i stop and look light faded away and i saw a gray dimond shape thing flying close to me it wana atack me i florit down and get home it folow me and pass me with speed of light there no engine noise at all there quet.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD)),Duration:1 minutes,"Location: Shrewsbury, MA",Occurred : 12/11/2015 04:37  (Entered as : 12/11/15 4:37),Posted: 12/17/2015,Reported: 12/11/2015 6:51:38 PM 18:51,Shape: Diamond
3080,"Zigzagging object seen.While in the parking lot of my company I was looking at the stars.  I noticed an object that looked bigger/thicker and brighter at some part while dull in others.  This object made a sudden D movement down and to the left and then made a zigzag up and completely disappeared.((NUFORC Note:  We have corrected the date shown above, to reflect a sighting in the year 2015, not 2025.  PD))",Duration:2 minutes,"Location: Brighton, MA",Occurred : 12/11/2015 01:40  (Entered as : 12/11/25 01:40),Posted: 12/17/2015,Reported: 12/12/2015 12:46:10 AM 00:46,Shape: Diamond
3081,"The lights were changing colors blue and red.  moved in all directions.  but continued to remain in a fixed position.  It was spotted by alaska usa building.  it was not the building lights.  and I'm a skeptic.  so this is a big deal for me to write this.((NUFORC Note:  Possibly a sighting of the star, Sirius??  PD))((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:>30 minutes,"Location: Anchorage, AK",Occurred : 12/10/2015 23:30  (Entered as : 12/10/15 23:30),Posted: 12/17/2015,Reported: 12/11/2015 8:06:20 PM 20:06,Shape: Unknown
3082,"Pulsating white light on flying object that hovers in same area for a long time.This is the 2nd time a pulsating object has been seen in the same part of the sky in the past 2 weeks.  This object appears to hover and has pulsating white light that appears to move around the object.  There is also a noticeable blue light that is only seen sometimes.  My first encounter was about 2 weeks ago and I quickly went to get my husband and was also joined by my daughter.  We all agreed it was not a plane or helicopter.  On this occasion, I noticed another smaller pulsating light to the right of the first one.  I don't know how long either of them stayed as I only watched for around 30 minutes.  Last night, I showed both my parents, this was after my husband and daughter both viewed it first.  My dad said it could be military and it might be over water.  It was quite a distance away.  We watched for around 15 minutes.  The object never moved.((NUFORC Note:  Possible sighting of Sirius?  PD))",Duration:15 minutes,"Location: Jacksonville, FL",Occurred : 12/10/2015 23:00  (Entered as : 12/10/15 23:00),Posted: 12/17/2015,Reported: 12/11/2015 5:02:48 AM 05:02,Shape: Unknown
3083,"saw them moving from the left to the right within minutes, followed by air planes, looked moving stars.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:15-20 minutes,"Location: Nashville, TN",Occurred : 12/10/2015 22:00  (Entered as : 12/10/15 22:00),Posted: 12/17/2015,Reported: 12/10/2015 8:20:02 PM 20:20,Shape: Light
3084,It looked like a very bright star.  Was stationary then moved across the sky slowly then completely disappearedI was walking upstairs when i saw a ridiculously bright star.  The more I looked the more i realized there is no way that could be a star.  It seemed like it was twinkling idk how to describe it but it was hard to focus on the object with my eyes.  I yelled for my sister to come look.  I had her watch it as i went to grab the telescope to get a better look and by the time i got back to her she said it disappeared and we couldn't relocate it.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:5 minutes,"Location: Bentonville, AR",Occurred : 12/10/2015 22:00  (Entered as : 12/10/15 22:00),Posted: 12/17/2015,Reported: 12/10/2015 8:33:15 PM 20:33,Shape: Light
3085,Green flash in the sky above the clouds.Massive green explosion in the sky which resembled lightning but it was green.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:6 seconds,"Location: St. Paul, MN",Occurred : 12/10/2015 21:36  (Entered as : 12/10/15 21:36),Posted: 12/17/2015,Reported: 12/10/2015 8:07:00 PM 20:07,Shape: Flash
3086,"Bright green orb/circle shot into sky as I drove down the highway.Saw a bright green orb/circle while I was going East on 12/18 hwy.  The circle appeared out of nowhere, stayed in place for about a second, shot up into the sky and disappeared.  The speed of the orb was incredibly fast.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:4-5 seconds,"Location: Madison, WI",Occurred : 12/10/2015 21:25  (Entered as : 12/10/15 9:25),Posted: 12/17/2015,Reported: 12/10/2015 8:04:38 PM 20:04,Shape: Circle
3087,"Green circle/orb in sky while going East on hwy 12/18.Saw a green circle/orb that suddenly appeared in the sky while I was going East on hwy 12/18.  It stayed in place for about a second, shot into the sky at incredible speed and disappeared.",Duration:4-5 seconds,"Location: Madison, WI",Occurred : 12/10/2015 21:25  (Entered as : 12/10/15 9:25),Posted: 12/17/2015,Reported: 12/10/2015 8:18:48 PM 20:18,Shape: Circle
3088,"I was looking to see one again, and there it was.In June this year, I had reported a a very bright amber object over the North of our city.  5 days ago days ago, I saw a similar bright amber object over the South West.  It was much farther away then last time, but this time I saw it leave.  It left a peculiar impression.  I couldn't tell if it turned and faded away, or it just went out.",Duration:1 minute,"Location: Edmonton (Canada), AB",Occurred : 12/10/2015 20:30  (Entered as : 12/10/15 20:30),Posted: 12/17/2015,Reported: 12/15/2015 1:53:13 PM 13:53,Shape: Light
3089,Three dull red lights forming a triangle moved rapidly and silently from the north to the south.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:4 seconds,"Location: Trumann, AR",Occurred : 12/10/2015 20:25  (Entered as : 12/10/15 20:25),Posted: 12/17/2015,Reported: 12/10/2015 6:45:36 PM 18:45,Shape: Triangle
3090,"Very Large object over feilds,that hovered for a while,was silent and had slow blinking red lights.saw flying over fields,very silent, very slow blinking red lights in sequence, shaped as boomerang, but flattened into a line at the end, moved very slowly with no sound and hovered for a few minutes.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:5 minutes,"Location: Yuma, AZ",Occurred : 12/10/2015 19:20  (Entered as : 12/10/15 19:20),Posted: 12/17/2015,Reported: 12/10/2015 7:14:59 PM 19:14,Shape: Other
3091,"I was coming home from work it was about 7pm.  I crest a hill just before my house and saw a light moving towards me it seemed like it was not too far above the treeline.  I always slow down at this point because I live on the side of a hill, and coast to my driveway.  It seems like it stopped when it saw my car.  I slowly came down the hill as I felt it watched me and pulled slowly into my drive and stopped my car and rolled my window down to listen but heard nothing.  When I pulled into my driveway, it also went to the left, in behind my neighbor's house, and slowly came over my property, behind my house, and then into the corn field next to my home.  I watched it all the way, and it made absolultey no sound at all.  The night was clear and cold.  It was a very very bright light and because of that I could not make out any shape but the light was round and I assume the thing was also round.  I know it was not a helicopter, airplane or drone as I would have heard t! he noise.  It was completely silent.((NUFORC Note:  Source of report indicates that the date is approximate.  PD))",Duration:3 minutes,"Location: Newburgh, ME",Occurred : 12/10/2015 19:00  (Entered as : 12/10/2015 19:00),Posted: 4/7/2017,Reported: 3/26/2017 11:33:48 AM 11:33,Shape: Sphere
3092,"Triangle  and cigar shaped objects spotted with military jets.While waiting for my daughter at dance class, I heard a fighter jet, and looked out my car window.  I got out of my car and looked up to see a triangle black shape with something sticking out of one side like a rectangle cage.  It was accompanied by two military planes on either side.  I got another woman who was there and we watched it together.  After we could see it no longer, we got back in our cars.  About 10 minutes later, I heard another plane.  I got out of my car and looked up to see a cigar shaped object with amber colored lights along the whole side.  This, too, was accompanied by a fighter jet.",Duration:10 minutes,"Location: Port Allegheny, PA",Occurred : 12/10/2015 18:30  (Entered as : 12/10/2015 18:30),Posted: 12/17/2015,Reported: 12/11/2015 7:34:48 PM 19:34,Shape: Triangle
3093,"Bright large yellow white ball appeared mid sky at sunset and fell toward horizon in St. Augustine, Florida.Driving on beach A1A in St. Augustine, Florida, going west - approaching main A1A.  The sun had set and it was already getting dark.  From about halfway up in the Southwest sky a very bright light appeared and proceeded to fall rather arched toward direct west (if I was facing 12 o'clock this appeared in the 11 o'clock position and fell downward toward the 12 o'clock position).  I thought it was a shooting star but it remained just as bright as it fell, no tail, no fireball appearance - just a very large and very bright yellowish white color - moving very fast.  Lost sight of it at the tree line but did not see an explosion or any indication it hit the ground.",Duration:10 seconds,"Location: St. Augustine, FL",Occurred : 12/10/2015 18:10  (Entered as : 12/10/15 18:10),Posted: 12/17/2015,Reported: 12/10/2015 4:22:48 PM 16:22,Shape: Light
3094,"8 strange triangle shaped craft with blinking lightsA good friend and myself saw several triangular-type craft.  They were orange-red or bluish-white and they would blink but randomly. six of them traveled in pairs.  Two sets were side by side and one pair hovered over Holston mountain, one above the other and kind of swayed side to side.  Another craft flew overhead and made a faint jet-like noise.  It had a lot of lights, but no visible structure, just the lights.  Made no sense. A white helicopter with its searchlight on was chasing the craft.  Lastly another craft flew by with two white triangles on each side and a red box in the center.   We were driving but pulled over to watch.  Event lasted about 20 minutes.",Duration:20 minutes,"Location: Bluff City, TN",Occurred : 12/10/2015 17:50  (Entered as : 12/10/15 17:50),Posted: 12/21/2015,Reported: 12/20/2015 3:07:35 PM 15:07,Shape: Triangle
3095,"Bright white light form northwest.  Lit up entire sky. No sound. Not lightningI was running through the park and all of a sudden the sky lit up starting from the northwest, almost as if lightning struck.  But there was no sound and it was scattered clouds no rain or storms on that day.  For 1-2 seconds I could see as clear as daylight.  Bright light that came from the northwestern horizon and lit up the entire sky.  I tried searching to see if anyone else had seen this but couldn't find any explanation so I'm filing a report.",Duration:1-2 seconds,"Location: Milwaukee, WI",Occurred : 12/10/2015 17:50  (Entered as : 12/10/15 17:50),Posted: 12/17/2015,Reported: 12/15/2015 11:32:48 AM 11:32,Shape: Other
3096,This ufo moved across the sky with zero sound and did not blink once. This was spotted by me and my friend in Dubailand in Dubai.  A gold-light object moving in zig-zag and up and down spontaneous... and it fades away and the second time we saw it stood still like a star. It was really strange that is stood still in the sky like a star we waited it to move but it did not then we started walking then after a while it was missing again.  But whenever it moved it was moving very strange way..  Actually I was not able to take a photograph because I was observing its movement and there was my friend who also seen  this along with me.((NUFORC Note:  Possibly not a serious report??  PD),Duration:1 minutes,"Location: Dubai (UAE), ",Occurred : 12/10/2015 17:30  (Entered as : 12/10/2015 17:30),Posted: 12/10/2015,Reported: 12/10/2015 9:00:54 AM 09:00,Shape: Light
3097,"Looking west a bright white light appeared from space, stayed in same location for a few seconds then took off with the speed of a shooting star going west.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10 seconds,"Location: Panama City, FL",Occurred : 12/10/2015 17:05  (Entered as : 12/10/15 17:05),Posted: 12/17/2015,Reported: 12/10/2015 6:53:53 PM 18:53,Shape: Light
3098,"Loud low buzzing motorized bright flash of light that simultaneously ""turned on and off"" every television in neighborhood.Loud drone like buzzing motor sound, hovering low, engulfing the whole neighborhood of Hunter street & Lorena, Avenue with a super bright flash of light that simultaneously ""turned on and off"" every television and any plugged in electronics at all homes in the vicinity for about 3 to 5 seconds, waking and startling all neighbors who all came out in awe.. wondering what it could've been... o.O. ((NUFORC Note:  We have changed the time of the alleged event, to reflect an event at 5 p.m., not a.m., as the source indicated.  Possible hoax.  Witness elects to remain totally anonymous, and provides no contact information.  PD))",Duration:5 seconds,"Location: East Los Angeles (Boyle Heights), CA",Occurred : 12/10/2015 17:00  (Entered as : 12/10/2015 5:00),Posted: 12/17/2015,Reported: 12/11/2015 3:36:20 AM 03:36,Shape: Flash
3099,I took two pictures of the sunset and later that night noticed a seven light circle formation based on the timing of the pictures it moved several feet in the sky in a matter of a second.,Duration:1 second,"Location: Racine, WI",Occurred : 12/10/2015 16:00  (Entered as : 12/10/2015 16:00),Posted: 12/17/2015,Reported: 12/11/2015 10:34:09 AM 10:34,Shape: Circle
3100,"Triangle ufo saw clouds through the center of it.Driving north of Valley Falls.  Thought I saw a silo it wasn't moving after looking closer realized it was a triangle ufo, I saw clouds right through the center of it.  I slammed on the breaks and turned around and it was gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:30 seconds,"Location: Valley Falls, KS",Occurred : 12/10/2015 08:20  (Entered as : 12/10/15 8:20),Posted: 12/17/2015,Reported: 12/10/2015 6:43:24 PM 18:43,Shape: Triangle
3101,"Bright light on ground that changed size and then flew.In Arizona desert.  No persons within miles.  Awoke to bright object like reflecting sun rays seemingly stationary resting on a rock shelf several hundred feet away.  Looked about 1 foot in size then began to move along ground.  Then began to rise vertically.  As it did it became larger and had shades of green.  Into flight about 1 mile away, then disappeared.  Saw it later on the ground moving around in different locations.",Duration:8 hours,"Location: Parker, AZ",Occurred : 12/10/2015 08:00  (Entered as : 12/10/15 8:00),Posted: 12/17/2015,Reported: 12/15/2015 8:27:26 AM 08:27,Shape: Light
3102,"three stationary golden sun reflecting objects, the closest appeared to be a long, narrow rectangle, observed for 10 minuesI was driving at sunrise south on Highway 95 and had passed through Parker, Az. and was about 10 miles out of town southbound when I noticed 3 bright golden lights stationary to the east.  I can only guess that they were probably 15 miles away and seemingly low,  just a couple thousand feet up in the sky.  The sun was still below the horizon, but was brightly coming up generally in the eastern direction of these objects and the golden color was as if the objects were metalic and reflecting the sunrise light, being vivid and bright.  Right away it struck me that this looked odd.  There were high thin obvious clouds to the east that stretched quite aways north to south, but they weren't thick enough to obscure some very distant jet traffic that could be seen a few times that would be consistent with jets leaving from the Phoenix airport.  Those jets were very far off, barely discernible other than their contrail, but you could note they were going up from groun! d level and angling up to the north at typical angles and speeds for commercial jets to take off on.  I didn't figure that the commercial jets were anywhere near these three objects, but much further away, and likely would not have seen them.While the far off jet traffic was playing out in the background, it emphasized the stationary manner and proximity of the three low and bright golden objects.  The object that appeared to be closest to me, but not far from the other two objects that were slightly above and behind from my vantage point, appeared to be a long, thin rectangle of golden light with the long flat side being parallel to the ground as if level to it. The rectangle wasn't very tall relative to it's length and would be like this symbol --- proportionally.  The other two objects were in a somewhat tight grouping with the rectagle, but were further away and I could not see any shape in that they were just bright golden circles, difficult to focus on for any detail.I was on vacation and carrying a camera in my car and knew that I should get a photo of these.  There wasn't a very good place to pull over at first, but I knew there was gonna be a stop in a mile or so where State Highway 72 meets Highway 95 and I intended to stop there and do a photograph, but I was also anticipating that when I got on Hwy 72 I would be heading directly towards these objects and that if they remained in place for another 10 minutes of driving time I'd probably be getting pretty close under them for a closer view.When I came around the bend of the road where the highways meet and I'd intended to take a photograph, I was surprised to see an Az. State Trooper pulled across my lane, blocking it with a few orange cones out at the Highway 72 intersection.  It could have been because of an accident down the road, and in retrospect I probably should have asked him, but as I drove up to ask him if indeed that road was closed he was seemingly perturbed because I had driven up to his vehicle and not just turning down the alternative highway. (95 toward Quartzsite).  I didn't ask him about the lights that I'm sure he could have seen from his vantage point.  I had to do a kinda funny maneuver then to get on to 95 southbound then and hoped he wouldn't give me a ticket, but he probably couldn't leave his post.  As soon as I was on that other road a ridge started rising up and within a minute cut off my view of those objects so I never got a photo.  Had I been able to get on that Hwy 72 the next town in about 10 miles is called Bouse, and I think that those objects were just a bit north of the highway and not far from Bouse. I observed these stationary objects for about 10 minutes and I never saw any movement.  I looked at your site to see if there were any other collaborative report and see that someone saw something moving on the ground in the same general area at about the same time, so I decided to also report what I saw.",Duration:10 minutes,"Location: Parker, AZ",Occurred : 12/10/2015 07:45  (Entered as : 12/10/15 7:45),Posted: 12/21/2015,Reported: 12/19/2015 10:42:55 PM 22:42,Shape: Rectangle
3103,"Triangular lights over upstate SC.Any pre-dawn morning one can see various numbers of guitar pick profile white lights on slow moving craft.  These craft are operating at approximately 10 to 20 thousand feet moving on heading 270 (due west).  While 2 craft are always visible south of this position, random craft are observed at other places.On 12/12/15 five slower craft (almost drifting balloon like) were spotted and one faster moving craft headed west by south west.On 12/16/15 two slower and one faster craft were seen, noting that the faster craft had constantly blinking lights while the slower ones did not.The observers include several retirees (Military, Transportation, Construction) and younger people from 21 up, mostly Trades people.",Duration:til dawn,"Location: Marietta, SC",Occurred : 12/10/2015 06:00  (Entered as : 12/10/2015 6:00),Posted: 12/17/2015,Reported: 12/16/2015 5:14:34 AM 05:14,Shape: Triangle
3104,IN THE SOUTHEASTERN SKY AT 6:00 AM THERE WAS A SORT OF MISSILE GOING STRIGHT UP THEN IT EXPOLDED AND A LARGE PUFF OF SMOKE AFTERWARD.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:5 minutes,"Location: Lucerne Valley, CA",Occurred : 12/10/2015 06:00  (Entered as : 12/10/15 06:00),Posted: 12/10/2015,Reported: 12/10/2015 7:31:32 AM 07:31,Shape: Fireball
3105,"Two fireballs followed by a third over shoreline of Lake Erie, heading NorthEast. A 4th fireball followed same path 2 min later.At Brest Bay Marina area, Frenchtown, MI.  Two witnesses Observed 2 fireballs, orange/yellow in color, traveling together with a third following close behind.  Travel was from the South to the North over shoreline and land adjacent to Lake Erie.  A few minutes later a 4th fireball was observed traveling the same route.",Duration:5 minutes,"Location: Frenchtown (Monroe), MI",Occurred : 12/9/2015 22:59  (Entered as : 12/09/15 22:59),Posted: 12/10/2015,Reported: 12/9/2015 7:43:06 PM 19:43,Shape: Fireball
3106,((NUFORC Note:  No information provided by source.  Source elects to remain anonymous; provides no contact information.  Hoax??  PD)),Duration:2 seconds,"Location: Rosemead, CA",Occurred : 12/9/2015 22:50  (Entered as : 12/09/15 22:50),Posted: 12/10/2015,Reported: 12/9/2015 11:11:22 PM 23:11,Shape: Unknown
3107,"Giant black triangle at helicopter height flies directly overhead us.At night,I went to town and drove the back way home.  When I turned east at my road, I seen a big yellow light in the sky about helicopter height.  I drove the few houses and quickly reached my house watching this stationary yellow light.When I got out of the van, the light was moving but now I could see the under lights on it.  I went to the door and told my sister to come watch this big plane.It glided in a straight light now moving south like it was going straight over my neighbour's house.  It wasn't a plane.  It was a giant black triangle with high sides and lights underneath it.  The gold light was still there but didn't look as large as before.  The gold light was at the front of the thing.Suddenly it turned and neatly swerved and quickly right overhead of me and my sister.  That was unnerving.  I didn't watch it when it went directly overhead.My sister watched it move directly overhead.  I was too scared to.  Because at first, I thought it was going to crash as it was so low in the sky.  It didn't make sense what it was or why was that big thing over my neighbour's yard was now coming right over me.I turned and watched when it wasn't so directly overhead. But it was so big, it was still overhead us and moved slowly to the west.  I bet it moved to Selfridge Airport.  Military vehicle maybe.It was not high in the sky at all. It was high as a helicopter only.  It was a giant black triangle.  It had bottom lights - red lights on one side and green lights on the other and some white lights. That gold light seemed to be on the front. It was this gold light that didn't have a beam but when I first seen it, but the light seemed to project somewhat.I watched it leave but not really.  It seemed to disappear into the light fog or mist that was happening over the last few days.It was completely silent until it maneuvered overhead us.  It made a big loud engine noise for at least several seconds and then it went back to quiet again.I heard that same noise in the sky a few weeks ago.  I went running out of my house then to see what would make that noise but I couldn't see it.I'm going to go out tonight at the same time and see if I can see it again, and I have camera ready this time.",Duration:2 minutes,"Location: Walpole Island (Canada), ON",Occurred : 12/9/2015 21:10  (Entered as : 12/09/15 21:10),Posted: 12/17/2015,Reported: 12/10/2015 4:55:35 PM 16:55,Shape: Triangle
3108,"Flashing lights over McHenry.This is the second time i have seen these ufos they are flashing blue, red, purple seem to hover move sharply and always in perfect formation.((NUFORC Note:  Possible sighting of a star?  PD))",Duration:10 minutes,"Location: Spring Grove, IL",Occurred : 12/9/2015 20:40  (Entered as : 12/09/15 20:40),Posted: 12/10/2015,Reported: 12/9/2015 6:54:08 PM 18:54,Shape: Light
3109,"While walking my dog, I noticed a propeller plane I thought was coming in for a landing. It had white lights and a red flashing on the bottom.  I did not think much of it until it stopped moving.  I assumed at that point it was a helicopter.  I finished my walk, still watching the light.  45 Minutes later I had to leave for work.  I got it on film. Unfortunately, all you can see is a light.",Duration:45 minutes,"Location: Holly Springs, NC",Occurred : 12/9/2015 18:00  (Entered as : 12/10/2015 18:00),Posted: 12/10/2015,Reported: 12/10/2015 4:11:30 AM 04:11,Shape: Unknown
3110,"I was driving north on SW 158th Ave from Walker Rd and saw to the west 5 lights (traveling too slow and too close to be airplanes) 3 of them were in a triangle shape, one up top and two on the bottom.  The other 2 were flying at the same height as the bottom two on he trianle just south.  I saw them for almost 5 minutes, went inside for about 30 seconds and they were gone when I came back out.",Duration:5 minutes,"Location: Beaverton, OR",Occurred : 12/9/2015 17:23  (Entered as : 12/09/15 17:23),Posted: 12/10/2015,Reported: 12/9/2015 5:50:36 PM 17:50,Shape: Light
3111,"5-6 small white spheres dancing in sky for approximately 10 seconds --  way above birds.I was working outside hanging up holiday decorations.  I always look up at the sky because there is often aerial spraying going on...I like to keep my eyes on the sky.  I was moving a ladder into place and looked up at the sky...saw 5-6 small white spherical lights dancing around in the sky close together -- they were way above a few birds flying around in the wind underneath of the spheres.  I yelled for my husband to come see them. I probably observed them for 10 seconds.  I kept my eye on the sky where the spheres were.  After I yelled, the spheres seemed to fade away -- I kept watching to see if they may have disappeared behind an invisible cloud.  I never saw them again after they faded away.",Duration:10 seconds,"Location: Mount Ida, AR",Occurred : 12/9/2015 15:05  (Entered as : 12/09/2015 15:05),Posted: 12/10/2015,Reported: 12/10/2015 10:53:35 AM 10:53,Shape: Sphere
3112,"Seen flashing lights like lightning going in bursts of 2 lighting up the sky came from the north, seemed to flash every 45 seconds or so.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:3 minutes,"Location: Renton, WA",Occurred : 12/9/2015 06:17  (Entered as : 12/9/15 06:17),Posted: 12/10/2015,Reported: 12/9/2015 6:24:49 AM 06:24,Shape: Unknown
3113,"A set of few multi-color lights moving in tandem from North-West direction to South-East direction in the dark sky.Date: 09 Nov 2015 around 06:00 Hrs. I.S.T., little before sunrise.Location: about 50 Kms. from Pune city in Maharashtra, India.A set of few multi-color lights moving in tandem from North-West direction to South-East direction in the dark sky from above the crescent moon and it was headed below it, across the sky in diagonal direction with moon on its right initially and later above it as it moved further,  along with moon another star or hopefully planet Venus and another bright star clearly visible up in the sky in almost a diagonal alignment.  It was visible for a little while, less than a minute. I feel that had it been an Aircraft the lights won’t disappear in an open clear sky within a minute.  I did click images but its lights could not be captured in the image.  It only captured the crescent moon and Venus.",Duration:<1 minute,"Location: Pune (~50 kms from), ",Occurred : 12/9/2015 06:00  (Entered as : 12/09/15 6:00),Posted: 12/10/2015,Reported: 12/9/2015 4:26:13 AM 04:26,Shape: Unknown
3114,Diamond shaped craft points up and down multiple colored lights Red being most outstanding and brightest others where clear to yellow in color around outside of middle of diamond shape hovered right over tree tops in distance of approximately 10 miles completely stationary for approximately 4 min.  Then with extreme acceleration vanished start away from my location.  No sound.((NUFORC Note:  Witness provides no contact information.  PD)),Duration:3 minutes,"Location: Athens, AL",Occurred : 12/8/2015 21:00  (Entered as : 12/8/15 21:00),Posted: 12/10/2015,Reported: 12/8/2015 8:02:28 PM 20:02,Shape: Diamond
